FID,C_EDPP,NUMIND,DHMOS,COMMUNE,DD,DESCRIPT,WATERNAME,PRELEV,REGION,NOMOS,PROVINCE,codeau,longitude,latitude,the_geom
2c8a3e04-2024-4b22-96d5-5168a05d1245.153,23070201,GR2230070223070201,ΚΕΦΑΛΛΗΝΙΑ-ΠΥΛΑΡΕΩΝ,PYLAREON,ΚΕΦΑΛΛΗΝ-ΔΙΒΑΡΑΤΩΝ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΥΡΤΟΣ,MYRTOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.53611183,38.34388733,POINT (197111.42980773828 4249364.433111528)
2c8a3e04-2024-4b22-96d5-5168a05d1245.154,23070202,GR2230070223070202,ΚΕΦΑΛΛΗΝΙΑ-ΠΥΛΑΡΕΩΝ,PYLAREON,ΚΕΦΑΛΛΗΝ-ΔΙΒΑΡΑΤΩΝ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΥΡΤΟΣ,MYRTOS,IONIA NISIA,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLINIA,1,20.53888893,38.34777832,POINT (197370.48967542563 4249787.020510484)
2c8a3e04-2024-4b22-96d5-5168a05d1245.155,93010601,GR4330010193010601,ΚΡΗΤΗ-ΡΕΘΥΜΝΗΣ,RETHYMNIS,ΚΡΗΤΗ-ΡΕΘΥΜΝΗΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'STERIS',ΡΕΘΥΜΝΟ 3,RETHYMNO  - ENANTI HOTEL STERIS,KRITI,ΡΕΘΥΜΝΗΣ,Rethymni,1,24.47500038,35.36833191,POINT (543000.1396572657 3913705.4913686225)
2c8a3e04-2024-4b22-96d5-5168a05d1245.156,94180101,GR4340180194180101,ΚΡΗΤΗ-Ν.ΚΥΔΩΝΙΑΣ,NEAS KYDONIAS,ΚΡΗΤΗ-ΔΑΡΑΤΣΟΥ,ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ ΣΤΑ ΒΡΑΧΑΚΙΑ,ΑΓ.ΑΠΟΣΤΟΛΟΙ-ΕΟΤ,"AGIOI APOSTOLOI,EOT - DEXIO AKRO AKTIS",KRITI,ΧΑΝΙΩΝ,Chania,1,23.93666649,35.50666809,POINT (494107.03166073037 3928945.68059959)
2c8a3e04-2024-4b22-96d5-5168a05d1245.157,94180102,GR4340180194180102,ΚΡΗΤΗ-Ν.ΚΥΔΩΝΙΑΣ,NEAS KYDONIAS,ΚΡΗΤΗ-ΔΑΡΑΤΣΟΥ,ΑΡΙΣΤΕΡΟ ΑΚΡΟ ΑΚΤΗΣ ΣΤΑ ΒΡΑΧΑΚΙΑ,ΑΓ.ΑΠΟΣΤΟΛΟΙ-ΕΟΤ,"AGIOI APOSTOLOI,EOT - ARISTERO AKRO AKTIS",KRITI,ΧΑΝΙΩΝ,Chania,1,23.93666649,35.50666809,POINT (494107.03166073037 3928945.68059959)
2c8a3e04-2024-4b22-96d5-5168a05d1245.158,03610101,GR2410190103610101,ΑΝΤΙΚΥΡΑΣ,ANTIKYRAS,ΑΝΤΙΚΥΡΑΣ,BAR 'MARBELLA',ΑΓ.ΙΣΙΔΩΡΟΣ,AGIOS ISODOROS - BAR MARBELLA,STEREA ELLADA,ΒΟΙΩΤΙΑΣ,Voiotia,1,22.61249924,38.35749817,POINT (378622.00681306876 4246104.844434519)
2c8a3e04-2024-4b22-96d5-5168a05d1245.159,04110301,GR2420110104110301,ΕΡΕΤΡΙΑΣ,ERETRIAS,ΕΡΕΤΡΙΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ HOLIDAY IN EVOIA,ΕΡΕΤΡΙΑ 3,ERETRIA - HOTEL HOLIDAY IN EVOIA,STEREA ELLADA,ΕΥΒΟΙΑΣ,Evvoia,1,23.79999924,38.38333511,POINT (482382.67094886384 4248079.24205546)
2c8a3e04-2024-4b22-96d5-5168a05d1245.160,04110601,GR2420110104110601,ΕΡΕΤΡΙΑΣ,ERETRIAS,ΕΡΕΤΡΙΑΣ,"PALMARIVA HOTEL,ELDORADO HOTEL",ΜΑΛΑΚΩΝΤΑ 1,MALAKONTA - HOTEL 'PALMARIVA',STEREA ELLADA,ΕΥΒΟΙΑΣ,Evvoia,1,23.73555565,38.39944458,POINT (476759.32190507726 4249881.088343751)
2c8a3e04-2024-4b22-96d5-5168a05d1245.161,07080201,GR2450080207080201,ΙΤΕΑΣ,ITEAS,ΚΙΡΡΑΣ,"CAMPING ΑΝΑΓΝΩΣΤΑΚΗ, ΚΕΝΤΡΟ ΑΚΤΗΣ","ΑΚΤΗ ΒΡΑΧΑΚΙΑ,CAMPING","AKTI VRACHAKIA, CAMPING ANAGNOSTAKI",STEREA ELLADA,ΦΩΚΙΔΑΣ,Fokida,1,22.45833397,38.42083359,POINT (365268.8898660227 4253346.580735995)
2c8a3e04-2024-4b22-96d5-5168a05d1245.162,64090101,GR1270090264090101,ΠΑΛΛΗΝΗΣ,PALLINIS,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,ΞΕΝΟΔΟΧΕΙΟ LOUTRA BEACH - ΣΚΑΛΑ,ΑΓ.ΠΑΡΑΣΚΕΥΗ,AGIA PARASKEVI - HOTEL LOUTRA BEACH,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.57916641,39.92916489,POINT (463890.8804838202 4419693.580466463)
2c8a3e04-2024-4b22-96d5-5168a05d1245.163,11010201,GR2510010111010201,ΝΑΥΠΛΙΟΥ,NAFPLIOU,ΝΑΥΠΛΙΟΥ,ΤΑΒΕΡΝΑ ΠΑΛΑΤΣΑΚΗ,ΚΑΡΑΘΩΝΑΣ,KARATHONAS,PELOPONNISOS,ΑΡΓΟΛΙΔΑΣ,Argolida,1,22.82333374,37.53833389,POINT (395895.5654876914 4154956.3611705783)
2c8a3e04-2024-4b22-96d5-5168a05d1245.164,11010202,GR2510010111010202,ΝΑΥΠΛΙΟΥ,NAFPLIOU,ΝΑΥΠΛΙΟΥ,ΛΕΥΚΕΣ,ΚΑΡΑΘΩΝΑΣ,KARATHONAS - LEFKES,PELOPONNISOS,ΑΡΓΟΛΙΔΑΣ,Argolida,1,22.82055473,37.54666519,POINT (395661.81663861894 4155884.092952884)
2c8a3e04-2024-4b22-96d5-5168a05d1245.165,73020201,GR1130020673020201,ΑΙΓΕΙΡΟΥ,AIGEIROU,ΜΕΣΗΣ,ΕΝΑΝΤΙ ΣΤΡΟΦΗΣ ΠΑΡΑΛΙΑΚΟΥ ΔΡΟΜΟΥ,ΑΡΩΓΗ,AROGI,"ANATOLIKI MAKEDONIA, THRAKI",ΡΟΔΟΠΗΣ,Rodopi,1,25.15333366,40.95000076,POINT (596922.4221468566 4533561.065387658)
2c8a3e04-2024-4b22-96d5-5168a05d1245.166,91100701,GR4310100291100701,ΚΡΗΤΗ-ΓΟΥΒΩΝ,GOUVON,ΚΡΗΤΗ-ΑΝΩΠΟΛΗΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'THEMIS',ΚΟΚΚΙΝΗ ΧΑΝΙ 1,KOKKINI CHANI  - HOTEL 'THEMIS',KRITI,ΗΡΑΚΛΕΙΟΥ,Irakleio,1,25.26611137,35.33388901,POINT (614917.3528426934 3910517.327645794)
2c8a3e04-2024-4b22-96d5-5168a05d1245.167,43080201,GR1430080243080201,ΑΦΕΤΩΝ,AFETON,ΑΦΕΤΩΝ,150μ. ΑΠΟ ΤΟ ΒΟΡ. ΑΚΡΟ ΑΚΤΗΣ,ΑΜΠΟΒΟΣ,AMPOVOS - 150M APO B AKRO AKTIS,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.16666603,39.27000046,POINT (427964.78400470153 4346783.229306837)
2c8a3e04-2024-4b22-96d5-5168a05d1245.168,43120201,GR1430120143120201,ΜΗΛΕΩΝ,MILEON,ΜΗΛΕΩΝ,"ΜΠΟΥΦΑ,ΚΕΝΤΡΟ ΑΚΤΗΣ",ΚΟΡΩΠΗ,KOROPI - BOUFA,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.14333344,39.29000092,POINT (425972.90874715743 4349021.611844571)
2c8a3e04-2024-4b22-96d5-5168a05d1245.169,55010302,GR1150010155010302,ΚΑΒΑΛΑΣ,KAVALAS,ΚΑΒΑΛΑΣ,LUCY,ΚΑΛΑΜΙΤΣΑ,KALAMITSA - LUCY HOTEL,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.38472176,40.91999817,POINT (532245.510593285 4529661.688412786)
2c8a3e04-2024-4b22-96d5-5168a05d1245.170,61030101,GR1250030461030101,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΠΟΡΩΝ,ΔΗΜΟΤΙΚΗ ΑΚΤΗ,ΝΕΟΙ ΠΟΡΟΙ,NEOI POROI - DIMOTIKI AKTI,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.60000038,39.9972229,POINT (380339.1401130123 4428100.799208291)
2c8a3e04-2024-4b22-96d5-5168a05d1245.171,43130201,GR1430130143130201,ΜΟΥΡΕΣΙΟΥ,MOURESIOU,ΤΣΑΓΚΑΡΑΔΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΜΥΛΟΠΟΤΑΜΟΣ,MYLOPOTAMOS,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.18333244,39.3805542,POINT (429513.2893156957 4359039.653497175)
2c8a3e04-2024-4b22-96d5-5168a05d1245.172,43130301,GR1430130543130301,ΜΟΥΡΕΣΙΟΥ,MOURESIOU,ΜΟΥΡΕΣΙΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΝΤΑΜΟΥΧΑΡΗ,NTAMOUCHARI,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.17000008,39.40833282,POINT (428393.2835100701 4362132.858778896)
2c8a3e04-2024-4b22-96d5-5168a05d1245.173,43190101,GR1430190143190101,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΓ.ΠΑΡΑΣΚΕΥΗ-ΠΛΑΤΑΝΙΑΣ,"PLATANIAS,AGIA PARASKEVI",THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.43666649,39.14333344,POINT (451168.5702101215 4332546.447461232)
2c8a3e04-2024-4b22-96d5-5168a05d1245.174,43190602,GR1430190143190602,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,200 Μ.ΑΠΟ ΔΕΞΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΚΟΥΚΟΥΝΑΡΙΕΣ,KOUKOUNARIES - 200M APO DEXIO AKRO,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.4066658,39.15333176,POINT (448583.2797245343 4333672.724265272)
2c8a3e04-2024-4b22-96d5-5168a05d1245.175,43190801,GR1430190143190801,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,400 ΜΕΤΡΑ ΑΠΟ ΝΟΤΙΟ ΑΚΡΟ ΑΚΤΗΣ,ΜΕΓΑΛΗ ΑΜΜΟΣ,MEGALI AMMOS - 400M APO N AKRO,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.47999954,39.15999985,POINT (454923.92329585867 4334373.729561946)
2c8a3e04-2024-4b22-96d5-5168a05d1245.176,43191001,GR1430190143191001,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,SKIATHOU,ΣΚΙΑΘΟΣ-ΣΚΙΑΘΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΤΡΟΥΛΛΟΣ,TROULLOS,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.42333412,39.13999939,POINT (450013.92049257463 4332183.802142704)
2c8a3e04-2024-4b22-96d5-5168a05d1245.177,43200401,GR1430200143200401,ΣΚΟΠΕΛΟΣ-ΣΚΟΠΕΛΟΥ,SKOPELOU,ΣΚΟΠΕΛΟΣ-ΣΚΟΠΕΛΟΥ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΑΝΔΡΙΝΕΣ,ANDRINES,THESSALIA,ΜΑΓΝΗΣΙΑΣ,Magnisia,1,23.73333359,39.11666489,POINT (476797.09346206434 4329469.985413469)
2c8a3e04-2024-4b22-96d5-5168a05d1245.178,54030101,GR1220030154030101,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,AGIOU GEORGIOU,ΑΣΠΡΟΒΑΛΤΑΣ,ΕΝΑΝΤΙ ΚΟΙΝΟΤΙΚΟΥ ΑΝΑΨΥΚΤΗΡΙΟΥ,ΑΣΠΡΟΒΑΛΤΑ 2,ASPROVALTA - KOINOTIKO ANAPSYKTIRIO,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,23.70000076,40.70000076,POINT (474505.7318857107 4505212.262408812)
2c8a3e04-2024-4b22-96d5-5168a05d1245.179,64121201,GR1270120564121201,ΣΤΑΓΙΡΩΝ ΑΚΑΝΘΟΥ,STAGIRON AKANTHOU,ΟΥΡΑΝΟΥΠΟΛΗΣ,ΞΕΝΟΔΟΧΕΙΟ 'EAGLES PALLAS',ΟΥΡΑΝΟΥΠΟΛΗ 2,OURANOUPOLI - HOTEL EAGLES PALLAS,KENTRIKI MAKEDONIA,ΧΑΛΚΙΔΙΚΗΣ,Chalkidiki,1,23.95000076,40.34999847,POINT (495604.2965640241 4466319.811302106)
2c8a3e04-2024-4b22-96d5-5168a05d1245.180,54030301,GR1220030254030301,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,AGIOU GEORGIOU,ΒΡΑΣΝΩΝ,ΚΑΦΕΤΕΡΙΑ 'ΚΑΛΑΓΑΣΙΔΗ',ΒΡΑΣΝΑ 1,VRASNA - KAFETERIA KALAGASIDI,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,23.66666603,40.68333435,POINT (471682.65935975296 4503372.297368514)
2c8a3e04-2024-4b22-96d5-5168a05d1245.181,54030401,GR1220030254030401,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,AGIOU GEORGIOU,ΒΡΑΣΝΩΝ,ΚΟΙΝΟΤΙΚΟ ΑΝΑΨΥΚΤΗΡΙΟ 'ΚΥΚΛΑΔΕΣ',ΒΡΑΣΝΑ 3,VRASNA 3 - ANAPSIKTIRIO KYKLADES,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,23.70000076,40.70000076,POINT (474505.7318857107 4505212.262408812)
2c8a3e04-2024-4b22-96d5-5168a05d1245.182,54170501,GR1220170354170501,ΘΕΡΜΑΙΚΟΥ,THERMAIKOU,Ν.ΕΠΙΒΑΤΩΝ,"ΔΗΜΟΤΙΚΗ ΠΛΑΖ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΠΑΛΙΡΡΟΙΑ",ΝΕΟΙ ΕΠΙΒΑΤΕΣ,NEOI EPIVATES - HOTEL PALIRROIA,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,22.88055611,40.50694275,POINT (405003.79737946717 4484341.120225364)
2c8a3e04-2024-4b22-96d5-5168a05d1245.183,54170601,GR1220170154170601,ΘΕΡΜΑΙΚΟΥ,THERMAIKOU,ΠΕΡΑΙΑΣ,"ΔΗΜΟΤΙΚΗ ΠΛΑΖ,ΕΝΑΝΤΙ ΚΕΝΤΡΟΥ 'ΚΥΜΑΤΑ'",ΠΕΡΑΙΑ,PERAIA - KENTRO KYMMATA,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,22.59166718,40.51111221,POINT (380533.91109800054 4485154.437990052)
2c8a3e04-2024-4b22-96d5-5168a05d1245.184,54350201,GR1220350154350201,ΡΕΝΤΙΝΑΣ,RENTINAS,ΣΤΑΥΡΟΥ,"ΤΟΠΟΘΕΣΙΑ ΠΛΑΤΑΝΙΑ, ΚΕΝΤΡΟ ΑΚΤΗΣ","ΣΤΑΥΡΟΣ, ΠΛΑΤΑΝΙΑ",STAVROS PLATANIA,KENTRIKI MAKEDONIA,ΘΕΣΣΑΛΟΝΙΚΗΣ,Thessaloniki,1,23.71666718,40.66666794,POINT (475901.8740658858 4501507.479776138)
2c8a3e04-2024-4b22-96d5-5168a05d1245.185,55010401,GR1150010155010401,ΚΑΒΑΛΑΣ,KAVALAS,ΚΑΒΑΛΑΣ,"CAMPING EOT, ΔΕΞΙΑ ΚΟΛΠΟΥ",ΜΠΑΤΗΣ,BATIS - DEXIA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.37472153,40.91666794,POINT (531405.055294074 4529288.040064421)
2c8a3e04-2024-4b22-96d5-5168a05d1245.186,55010402,GR1150010155010402,ΚΑΒΑΛΑΣ,KAVALAS,ΚΑΒΑΛΑΣ,"CAMPING EOT, ΑΡΙΣΤΕΡΑ ΚΟΛΠΟΥ",ΜΠΑΤΗΣ,BATIS - ARISTERA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.37999916,40.91333389,POINT (531851.113970466 4528919.85318633)
2c8a3e04-2024-4b22-96d5-5168a05d1245.187,55010801,GR1150010155010801,ΚΑΒΑΛΑΣ,KAVALAS,ΚΑΒΑΛΑΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ ΑΚΤΗ TOSKA,ΤΟΣΚΑ,TOSCA - HOTEL TOSCA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.36833382,40.90833282,POINT (530870.9437388874 4528360.606735352)
2c8a3e04-2024-4b22-96d5-5168a05d1245.188,55030101,GR1150030155030101,ΕΛΕΥΘΕΡΩΝ,ELEFTHERON,Ν.ΠΕΡΑΜΟΥ,ΚΕΝΤΡΟ ΑΜΜΟΛΟΦΩΝ,ΑΜΜΟΛΟΦΟΙ,NEA PERAMOS - AMMOLOFOI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.30999947,40.81833267,POINT (525993.5746999418 4518350.85339442)
2c8a3e04-2024-4b22-96d5-5168a05d1245.189,55030303,GR1150030655030303,ΕΛΕΥΘΕΡΩΝ,ELEFTHERON,Ν.ΗΡΑΚΛΙΤΣΑΣ,ΞΕΝΟΔΟΧΕΙΟ 'BLUE-BAY',Ν.ΗΡΑΚΛΙΤΣΑ,NEA IRAKLITSA - HOTEL BLUE BAY,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.31833267,40.875,POINT (526673.4627077305 4524643.838702376)
2c8a3e04-2024-4b22-96d5-5168a05d1245.190,55040201,GR1150040155040201,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΘΑΣΟΥ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ SARANDI,ΘΑΣΟΣ-ΜΑΚΡΥΑΜΜΟΣ,MAKRYAMMOS - HOTEL SARANDI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.72500038,40.78333282,POINT (561023.9632994409 4514672.205184055)
2c8a3e04-2024-4b22-96d5-5168a05d1245.191,55040301,GR1150040655040301,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΠΑΝΑΓΙΑΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ  ΧΡΥΣΗ ΑΜΜΟΥΔΙΑ,ΘΑΣΟΣ-ΧΡΥΣΗ ΑΜΜΟΥΔΙΑ,PANAGIA - CHRYSI AMMOYDIA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,25.76333427,40.73333359,POINT (648750.1321602017 4510364.438103998)
2c8a3e04-2024-4b22-96d5-5168a05d1245.192,55040302,GR1150040655040302,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΠΑΝΑΓΙΑΣ,CAMPING ΧΡΥΣΗ ΑΜΜΟΥΔΙΑ,ΘΑΣΟΣ-ΧΡΥΣΗ ΑΜΜΟΥΔΙΑ,PANAGIA - CAMPING CHRYSI AMOUDIA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,25.76166725,40.72833252,POINT (648620.5837719309 4509806.548408041)
2c8a3e04-2024-4b22-96d5-5168a05d1245.193,55040501,GR1150040255040501,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΘΕΟΛΟΓΟΥ,ΚΕΝΤΡΟ ΚΟΛΠΟΥ ΠΕΥΚΑΡΙ,ΘΑΣΟΣ-ΠΕΥΚΑΡΙ,PEFKARI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.59666634,40.61833191,POINT (550319.8902759316 4496274.732210327)
2c8a3e04-2024-4b22-96d5-5168a05d1245.194,55040502,GR1150040255040502,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΘΕΟΛΟΓΟΥ,ΚΕΝΤΡΟ ΚΟΛΠΟΥ ΞΕΝΟΔΟΧΕΙΟ ALEXANDRA VILLAGE,ΘΑΣΟΣ-ΠΕΥΚΑΡΙ,PEFKARI - HOTEL ALEXANDRA VILLAGE,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.6016674,40.61500168,POINT (550745.3499542814 4495907.635732752)
2c8a3e04-2024-4b22-96d5-5168a05d1245.195,55040601,GR1150040155040601,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΘΑΣΟΥ,ΑΡΙΣΤΕΡΑ ΚΟΛΠΟΥ ΔΙΠΛΑ ΣΤΟ ΠΑΛΙΟ ΛΙΜΑΝΙ,ΘΑΣΟΣ-ΠΟΛΗ ΛΙΜΕΝΑΣ,THASOS - DIPLA STO PALIO LIMANI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.71500015,40.78333282,POINT (560180.1840006503 4514665.279135598)
2c8a3e04-2024-4b22-96d5-5168a05d1245.196,55040602,GR1150040155040602,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΘΑΣΟΥ,ΔΕΞΙΑ ΚΟΛΠΟΥ,ΘΑΣΟΣ-ΠΟΛΗ ΛΙΜΕΝΑΣ,THASOS - DEXIA KOLPOU,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.71500015,40.78499985,POINT (560178.675571844 4514850.3284804)
2c8a3e04-2024-4b22-96d5-5168a05d1245.197,55040702,GR1150040855040702,ΘΑΣΟΣ-ΘΑΣΟΥ,THASOU,ΘΑΣΟΣ-ΠΡΙΝΟΥ,"CAMPING ΕΟΤ, ΔΕΞΙΑ ΚΟΛΠΟΥ",ΘΑΣΟΣ-ΠΡΙΝΟΣ ΔΑΣΥΛΙΟ,"PRINOS DASYLIO - CAMPING EOT, DEXIA","ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.56833267,40.76166534,POINT (547820.3350063775 4512169.678475506)
2c8a3e04-2024-4b22-96d5-5168a05d1245.198,55050101,GR1150050155050101,ΚΕΡΑΜΩΤΗΣ,KERAMOTIS,ΚΕΡΑΜΩΤΗΣ,ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΑΦΡΟΔΙΤΗ',ΚΕΡΑΜΩΤΗ,KERAMOTI - HOTEL AFRODITI,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.68833351,40.85499954,POINT (557867.6036907544 4522602.88870946)
2c8a3e04-2024-4b22-96d5-5168a05d1245.199,55050102,GR1150050155050102,ΚΕΡΑΜΩΤΗΣ,KERAMOTIS,ΚΕΡΑMΩΤΗΣ,ΔΕΞΙΑ ΕΝΑΝΤΙ ΞΕΝΟΔΟΧΕΙΟΥ 'ΚΑΤΕΡΙΝΑ',ΚΕΡΑΜΩΤΗ,KERAMOTI - HOTEL KATERINA,"ANATOLIKI MAKEDONIA, THRAKI",ΚΑΒΑΛΑΣ,Kavala,1,24.69666672,40.85333252,POINT (558571.5240720032 4522423.390985716)
2c8a3e04-2024-4b22-96d5-5168a05d1245.200,93110301,GR4330110193110301,ΚΡΗΤΗ-ΦΟΙΝΙΚΑ,FOINIKA,ΚΡΗΤΗ-ΣΕΛΛΙΩΝ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΣΟΥΔΑ,SOUDA,KRITI,ΡΕΘΥΜΝΗΣ,Rethymni,1,24.375,35.19166565,POINT (533990.0042848865 3894073.797647086)
2c8a3e04-2024-4b22-96d5-5168a05d1245.201,61030201,GR1250030161030201,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΛΕΠΤΟΚΑΡΥΑΣ,ΕΝΑΝΤΙ ΚΑΦΕΤΕΡΙΑΣ ΚΟΙΝΟΤΙΚΟΥ ΚΑΤΑΣΤΗΜΑΤΟΣ,ΛΕΠΤΟΚΑΡΥΑ 1,LEPTOKARYA -KAFETERIA KOINOTIKOU KATASTIMATOS,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.57222176,40.06388855,POINT (378086.4037568961 4435538.292147789)
2c8a3e04-2024-4b22-96d5-5168a05d1245.202,61030401,GR1250030261030401,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΠΑΝΤΕΛΕΗΜΟΝΑ,ENANTI CAMPING 'ΗΡΑΚΛΕΙΑ',Ν.ΠΑΝΤΕΛΕΗΜΟΝΑΣ 1,N.PANTELEIMONAS  - CAMPING IRAKLEIA,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.58888817,40.02500153,POINT (379439.4432894793 4431199.034195543)
2c8a3e04-2024-4b22-96d5-5168a05d1245.203,61030501,GR1250030261030501,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΠΑΝΤΕΛΕΗΜΟΝΑ,ΕΝΑΝΤΙ CAMPING 'ΕΛΛΑΣ',Ν.ΠΑΝΤΕΛΕΗΜΟΝΑΣ 2,N.PANTELEIMONAS  - CAMPING ELLAS,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.58888817,40.02639008,POINT (379441.88569600024 4431353.209498034)
2c8a3e04-2024-4b22-96d5-5168a05d1245.204,61030601,GR1250030361030601,ΑΝΑΤ.ΟΛΥΜΠΟΥ,ANATOLIKOU OLYMPOU,ΠΛΑΤΑΜΩΝΟΣ,ΚΕΝΤΡΟ ΑΚΤΗΣ,ΠΛΑΤΑΜΩΝΑΣ 1,PALTAMONAS,KENTRIKI MAKEDONIA,ΠΙΕΡΙΑΣ,Pieria,1,22.60277748,40.00833511,POINT (380595.6287688283 4429330.363306106)
